Source,Target,Type,Id,Label,Weight
55004272,35343661,Undirected,587,,1
55004272,35342587,Undirected,588,,1
55004272,35151154,Undirected,589,,1
55004272,35028649,Undirected,590,,1
55004272,35027962,Undirected,591,,1
55004272,35027806,Undirected,592,,1
55004272,35027128,Undirected,593,,1
55004272,34986325,Undirected,594,,1
55004272,34970776,Undirected,595,,1
55004272,34906729,Undirected,596,,1
55004272,34891807,Undirected,597,,1
55004272,34717030,Undirected,598,,1
55004272,34323934,Undirected,599,,1
55004272,33715321,Undirected,600,,1
55004272,32684734,Undirected,601,,1
55004272,32247706,Undirected,602,,1
55004272,32064610,Undirected,603,,1
55004272,31981432,Undirected,604,,1
55004272,31909897,Undirected,605,,1
55004272,31909720,Undirected,606,,1
55004272,31909642,Undirected,607,,1
55004272,31818055,Undirected,608,,1
55004272,31250579,Undirected,609,,1
55004272,30982418,Undirected,610,,1
55004272,30714734,Undirected,611,,1
55004272,30607886,Undirected,612,,1
55004272,30570080,Undirected,613,,1
55004272,30550911,Undirected,614,,1
55004272,30550875,Undirected,615,,1
55004272,30550791,Undirected,616,,1
55004272,30529788,Undirected,617,,1
55004272,29961414,Undirected,618,,1
55004272,29242884,Undirected,619,,1
55004272,28047516,Undirected,620,,1
55004272,28028118,Undirected,621,,1
55004272,27789625,Undirected,622,,1
55004272,27772279,Undirected,623,,1
55004272,27701111,Undirected,624,,1
55004272,27684952,Undirected,625,,1
55004272,27623804,Undirected,626,,1
55004272,27619385,Undirected,627,,1
55004272,27615719,Undirected,628,,1
55004272,27583675,Undirected,629,,1
55004272,27572062,Undirected,630,,1
55004272,26130079,Undirected,631,,1
55004272,26130028,Undirected,632,,1
55004272,25992556,Undirected,633,,1
55004272,25015054,Undirected,634,,1
55004272,23508133,Undirected,635,,1
55004272,21791515,Undirected,636,,1
55004272,20933204,Undirected,637,,1
55004272,19345435,Undirected,638,,1
55004272,19216210,Undirected,639,,1
55004272,18472108,Undirected,640,,1
55004272,16572176,Undirected,641,,1
55004272,15479217,Undirected,642,,1
55004272,9420512,Undirected,643,,1
55004272,7084837,Undirected,644,,1
55004272,3969237,Undirected,645,,1
55004272,3665940,Undirected,646,,1
55004272,3482228,Undirected,647,,1
54982531,54811282,Undirected,648,,1
54982531,54727723,Undirected,649,,1
54982531,54126607,Undirected,650,,1
54982531,53906818,Undirected,651,,1
54982531,53889364,Undirected,652,,2
54982531,53597356,Undirected,653,,1
54982531,53574403,Undirected,654,,1
54982531,53409010,Undirected,655,,1
54982531,53284015,Undirected,656,,1
54982531,52971490,Undirected,657,,1
54982531,52630069,Undirected,658,,1
54982531,52582042,Undirected,659,,1
54982531,52543297,Undirected,660,,1
54982531,52527937,Undirected,661,,1
54982531,51720805,Undirected,662,,1
54982531,51718189,Undirected,663,,1
54982531,51629701,Undirected,664,,1
54982531,51359560,Undirected,665,,1
54982531,50253802,Undirected,666,,1
54982531,50091712,Undirected,667,,1
54982531,50033236,Undirected,668,,1
54982531,49635376,Undirected,669,,1
54982531,49480597,Undirected,670,,2
54982531,49371913,Undirected,671,,1
54982531,48383845,Undirected,672,,1
54982531,47671984,Undirected,673,,1
54982531,47458630,Undirected,674,,1
54982531,47436889,Undirected,675,,1
54982531,47319151,Undirected,676,,1
54982531,47238874,Undirected,677,,1
54982531,46867873,Undirected,678,,1
54982531,46783768,Undirected,679,,1
54982531,46778032,Undirected,680,,1
54982531,46752670,Undirected,681,,1
54982531,46365688,Undirected,682,,1
54982531,45707137,Undirected,683,,1
54982531,45656128,Undirected,684,,1
54982531,45262036,Undirected,685,,1
54982531,45261853,Undirected,686,,1
54982531,45088921,Undirected,687,,1
54982531,45035839,Undirected,688,,1
54982531,44897836,Undirected,689,,1
54982531,44757718,Undirected,690,,1
54982531,44755155,Undirected,691,,1
54982531,44732743,Undirected,692,,1
54982531,44523739,Undirected,693,,1
54982531,44385730,Undirected,694,,1
54982531,44383567,Undirected,695,,1
54982531,44363299,Undirected,696,,1
54982531,44359531,Undirected,697,,1
54982531,44214046,Undirected,698,,1
54982531,43899033,Undirected,699,,1
54982531,43889862,Undirected,700,,1
54982531,43765851,Undirected,701,,1
54982531,43605172,Undirected,702,,1
54982531,43358442,Undirected,703,,1
54982531,43241698,Undirected,704,,1
54982531,43158394,Undirected,705,,1
54982531,43144594,Undirected,706,,1
54982531,42942894,Undirected,707,,2
54982531,42859368,Undirected,708,,2
54982531,42807360,Undirected,709,,1
54982531,42759603,Undirected,710,,1
54982531,42488337,Undirected,711,,1
54982531,42467853,Undirected,712,,1
54982531,41759385,Undirected,713,,1
54982531,41640003,Undirected,714,,1
54982531,41635680,Undirected,715,,1
54982531,41241234,Undirected,716,,1
54982531,40512330,Undirected,717,,1
54982531,40203960,Undirected,718,,1
54982531,39943224,Undirected,719,,1
54982531,39792693,Undirected,720,,1
54982531,39768741,Undirected,721,,1
54982531,39399174,Undirected,722,,1
54982531,39398265,Undirected,723,,1
54982531,39398130,Undirected,724,,1
54982531,39251949,Undirected,725,,1
54982531,39006924,Undirected,726,,1
54982531,37912996,Undirected,727,,1
54982531,36096208,Undirected,728,,1
54982531,35429644,Undirected,729,,1
54982531,35343661,Undirected,730,,1
54982531,35342587,Undirected,731,,1
54982531,35151154,Undirected,732,,1
54982531,35028649,Undirected,733,,1
54982531,35027962,Undirected,734,,1
54982531,35027806,Undirected,735,,1
54982531,35027128,Undirected,736,,1
54982531,34986325,Undirected,737,,1
54982531,34970776,Undirected,738,,1
54982531,34906729,Undirected,739,,1
54982531,34891807,Undirected,740,,1
54982531,34717030,Undirected,741,,1
54982531,34323934,Undirected,742,,1
54982531,33715321,Undirected,743,,1
54982531,33137656,Undirected,744,,1
54982531,32684734,Undirected,745,,1
54982531,32247706,Undirected,746,,1
54982531,32064610,Undirected,747,,1
54982531,31981432,Undirected,748,,1
54982531,31909897,Undirected,749,,1
54982531,31909720,Undirected,750,,1
54982531,31909642,Undirected,751,,1
54982531,31818055,Undirected,752,,1
54982531,31250579,Undirected,753,,1
54982531,30982418,Undirected,754,,1
54982531,30714734,Undirected,755,,1
54982531,30607886,Undirected,756,,1
54982531,30570080,Undirected,757,,1
54982531,30550911,Undirected,758,,1
54982531,30550875,Undirected,759,,1
54982531,30550791,Undirected,760,,1
54982531,30529788,Undirected,761,,1
54982531,29961414,Undirected,762,,1
54982531,29242884,Undirected,763,,1
54982531,28047516,Undirected,764,,1
54982531,28028118,Undirected,765,,1
54982531,27789625,Undirected,766,,1
54982531,27772279,Undirected,767,,1
54982531,27701111,Undirected,768,,1
54982531,27684952,Undirected,769,,1
54982531,27623804,Undirected,770,,1
54982531,27619385,Undirected,771,,1
54982531,27615719,Undirected,772,,1
